x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,value,Timestamp
1.570796327,-1.570796327,1.570796327,1.570796327,0,1.570796327,-1.570796327,0,1.570796327,0,3.141592654,-1.570796327,0,1.570796327,-1.570796327,0,1.570796327,3.141592654,0,3.141592654,0,3.141592654,1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,3.141592654,3.141592654,-1.570796327,-1.570796327,1.570796327,3.141592654,-1.570796327,3.141592654,-1.570796327,0,3.141592654,0,1.570796327,1.570796327,0,0,3.141592654,0,0,-1.570796327,3.141592654,1.570796327,1.570796327,0.47291015625,10293
1.570796327,0,3.141592654,3.141592654,3.141592654,0,3.141592654,0,1.570796327,3.141592654,-1.570796327,1.570796327,0,1.570796327,0,1.570796327,3.141592654,0,0,1.570796327,0,-1.570796327,-1.570796327,-1.570796327,1.570796327,-1.570796327,1.570796327,3.141592654,-1.570796327,3.141592654,0,0,3.141592654,0,-1.570796327,1.570796327,3.141592654,1.570796327,0,1.570796327,-1.570796327,0,3.141592654,0,0,1.570796327,1.570796327,-1.570796327,-1.570796327,0,0.467509765625,20190
3.141592654,1.570796327,-1.570796327,0,0,3.141592654,1.570796327,3.141592654,-1.570796327,-1.570796327,0,1.570796327,-1.570796327,1.570796327,3.141592654,1.570796327,0,3.141592654,3.141592654,1.570796327,1.570796327,0,-1.570796327,0,3.141592654,3.141592654,-1.570796327,3.141592654,0,-1.570796327,-1.570796327,0,-1.570796327,3.141592654,0,3.141592654,-1.570796327,1.570796327,-1.570796327,3.141592654,3.141592654,3.141592654,0,0,1.570796327,0,1.570796327,1.570796327,0,-1.570796327,0.4769140625,29909
0,-1.570796327,-1.570796327,3.141592654,3.141592654,-1.570796327,3.141592654,1.570796327,0,3.141592654,1.570796327,-1.570796327,0,1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,3.141592654,1.570796327,0,1.570796327,0,3.141592654,1.570796327,1.570796327,0,3.141592654,-1.570796327,-1.570796327,0,-1.570796327,3.141592654,0,3.141592654,3.141592654,3.141592654,-1.570796327,-1.570796327,-1.570796327,0,3.141592654,-1.570796327,-1.570796327,0,-1.570796327,-1.570796327,0,-1.570796327,-1.570796327,0.470908203125,39953
0,3.141592654,-1.570796327,3.141592654,3.141592654,3.141592654,0,3.141592654,-1.570796327,-1.570796327,0,0,3.141592654,0,1.570796327,1.570796327,0,3.141592654,0,-1.570796327,3.141592654,0,-1.570796327,3.141592654,-1.570796327,3.141592654,3.141592654,1.570796327,3.141592654,0,0,0,-1.570796327,1.570796327,3.141592654,3.141592654,0,1.570796327,0,0,0,3.141592654,1.570796327,3.141592654,1.570796327,-1.570796327,3.141592654,0,0,-1.570796327,0.482138671875,49461
1.570796327,-1.570796327,1.570796327,-1.570796327,3.141592654,3.141592654,3.141592654,3.141592654,1.570796327,3.141592654,-1.570796327,1.570796327,3.141592654,3.141592654,0,0,1.570796327,-1.570796327,-1.570796327,1.570796327,-1.570796327,-1.570796327,-1.570796327,1.570796327,-1.570796327,3.141592654,0,0,-1.570796327,0,1.570796327,1.570796327,0,-1.570796327,-1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,1.570796327,0,1.570796327,0,1.570796327,0,0,3.141592654,3.141592654,-1.570796327,1.570796327,0.48783203125,59885
0,1.570796327,3.141592654,0,3.141592654,3.141592654,1.570796327,1.570796327,3.141592654,-1.570796327,1.570796327,-1.570796327,3.141592654,1.570796327,-1.570796327,-1.570796327,1.570796327,-1.570796327,1.570796327,3.141592654,1.570796327,0,1.570796327,3.141592654,-1.570796327,3.141592654,1.570796327,1.570796327,-1.570796327,-1.570796327,1.570796327,0,-1.570796327,3.141592654,3.141592654,0,0,0,1.570796327,1.570796327,-1.570796327,0,-1.570796327,3.141592654,0,1.570796327,0,-1.570796327,1.570796327,3.141592654,0.47634765625,70172
0,3.141592654,1.570796327,1.570796327,-1.570796327,3.141592654,1.570796327,0,0,0,3.141592654,1.570796327,-1.570796327,1.570796327,0,3.141592654,-1.570796327,3.141592654,1.570796327,-1.570796327,-1.570796327,3.141592654,1.570796327,0,-1.570796327,-1.570796327,0,0,-1.570796327,3.141592654,1.570796327,1.570796327,-1.570796327,3.141592654,1.570796327,0,3.141592654,3.141592654,0,3.141592654,1.570796327,1.570796327,-1.570796327,0,3.141592654,1.570796327,1.570796327,3.141592654,3.141592654,1.570796327,0.47404296875,80635
-1.570796327,3.141592654,-1.570796327,3.141592654,-1.570796327,1.570796327,3.141592654,1.570796327,-1.570796327,0,0,-1.570796327,1.570796327,-1.570796327,0,-1.570796327,-1.570796327,3.141592654,0,3.141592654,3.141592654,1.570796327,0,1.570796327,0,-1.570796327,0,3.141592654,-1.570796327,3.141592654,3.141592654,-1.570796327,3.141592654,1.570796327,0,3.141592654,0,0,3.141592654,0,0,-1.570796327,3.141592654,-1.570796327,3.141592654,0,-1.570796327,3.141592654,0,0,0.47275390625,90525
-1.570796327,3.141592654,-1.570796327,-1.570796327,1.570796327,-1.570796327,1.570796327,-1.570796327,-1.570796327,3.141592654,3.141592654,3.141592654,-1.570796327,3.141592654,1.570796327,3.141592654,3.141592654,0,3.141592654,-1.570796327,-1.570796327,1.570796327,1.570796327,3.141592654,3.141592654,0,1.570796327,0,-1.570796327,0,1.570796327,3.141592654,3.141592654,-1.570796327,0,3.141592654,-1.570796327,3.141592654,1.570796327,-1.570796327,0,3.141592654,1.570796327,3.141592654,0,-1.570796327,3.141592654,0,3.141592654,0,0.46310546875,100925
0,1.570796327,0,3.141592654,0,-1.570796327,-1.570796327,0,-1.570796327,-1.570796327,0,-1.570796327,-1.570796327,-1.570796327,1.570796327,1.570796327,1.570796327,-1.570796327,1.570796327,0,-1.570796327,-1.570796327,0,-1.570796327,3.141592654,0,-1.570796327,0,0,0,3.141592654,3.141592654,-1.570796327,-1.570796327,-1.570796327,-1.570796327,-1.570796327,-1.570796327,0,-1.570796327,-1.570796327,1.570796327,-1.570796327,0,-1.570796327,-1.570796327,3.141592654,1.570796327,-1.570796327,0,0.465546875,110983
-1.570796327,3.141592654,1.570796327,3.141592654,3.141592654,-1.570796327,3.141592654,0,3.141592654,1.570796327,0,1.570796327,1.570796327,-1.570796327,-1.570796327,3.141592654,1.570796327,-1.570796327,1.570796327,1.570796327,1.570796327,-1.570796327,0,3.141592654,3.141592654,1.570796327,3.141592654,0,1.570796327,0,-1.570796327,1.570796327,0,3.141592654,-1.570796327,3.141592654,-1.570796327,0,0,1.570796327,3.141592654,3.141592654,3.141592654,1.570796327,1.570796327,1.570796327,-1.570796327,1.570796327,0,3.141592654,0.4632421875,121489
-1.570796327,1.570796327,3.141592654,3.141592654,3.141592654,3.141592654,1.570796327,1.570796327,-1.570796327,1.570796327,1.570796327,-1.570796327,-1.570796327,0,0,3.141592654,-1.570796327,1.570796327,1.570796327,1.570796327,3.141592654,-1.570796327,1.570796327,0,-1.570796327,1.570796327,3.141592654,-1.570796327,0,3.141592654,0,1.570796327,0,0,-1.570796327,0,0,3.141592654,0,3.141592654,0,3.141592654,3.141592654,-1.570796327,3.141592654,-1.570796327,0,0,0,0,0.461982421875,131308
