x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,value,Timestamp
3.141592654,0,3.141592654,0,-1.570796327,1.570796327,-1.570796327,0,-1.570796327,1.570796327,0,-1.570796327,0,-1.570796327,0,1.570796327,0,1.570796327,-1.570796327,0,0,-1.570796327,-1.570796327,0,0,3.141592654,0,-1.570796327,3.141592654,1.570796327,0,1.570796327,3.141592654,-1.570796327,1.570796327,3.141592654,-1.570796327,1.570796327,0,0,-1.570796327,-1.570796327,1.570796327,1.570796327,1.570796327,3.141592654,-1.570796327,3.141592654,1.570796327,3.141592654,0.467412109375,9469
1.570796327,-1.570796327,0,3.141592654,3.141592654,1.570796327,3.141592654,1.570796327,-1.570796327,1.570796327,0,0,1.570796327,3.141592654,-1.570796327,1.570796327,0,-1.570796327,3.141592654,0,0,3.141592654,3.141592654,-1.570796327,0,1.570796327,-1.570796327,-1.570796327,-1.570796327,0,3.141592654,1.570796327,-1.570796327,1.570796327,1.570796327,-1.570796327,3.141592654,1.570796327,1.570796327,0,3.141592654,1.570796327,-1.570796327,-1.570796327,1.570796327,-1.570796327,1.570796327,1.570796327,1.570796327,3.141592654,0.45966796875,19273
3.141592654,1.570796327,-1.570796327,1.570796327,1.570796327,1.570796327,3.141592654,3.141592654,3.141592654,0,0,3.141592654,0,1.570796327,3.141592654,0,0,1.570796327,3.141592654,1.570796327,-1.570796327,3.141592654,1.570796327,-1.570796327,0,0,3.141592654,1.570796327,3.141592654,0,0,1.570796327,3.141592654,1.570796327,-1.570796327,1.570796327,1.570796327,-1.570796327,3.141592654,1.570796327,0,-1.570796327,1.570796327,1.570796327,0,1.570796327,0,0,-1.570796327,0,0.477939453125,28830
0,-1.570796327,-1.570796327,3.141592654,3.141592654,0,3.141592654,1.570796327,1.570796327,0,3.141592654,0,3.141592654,3.141592654,1.570796327,1.570796327,0,1.570796327,0,0,3.141592654,1.570796327,3.141592654,-1.570796327,1.570796327,-1.570796327,3.141592654,-1.570796327,3.141592654,3.141592654,-1.570796327,3.141592654,-1.570796327,3.141592654,3.141592654,-1.570796327,3.141592654,0,1.570796327,1.570796327,0,0,3.141592654,0,3.141592654,3.141592654,0,3.141592654,-1.570796327,3.141592654,0.469755859375,38209
-1.570796327,3.141592654,1.570796327,-1.570796327,1.570796327,1.570796327,3.141592654,1.570796327,-1.570796327,3.141592654,3.141592654,0,3.141592654,0,-1.570796327,-1.570796327,-1.570796327,1.570796327,3.141592654,0,1.570796327,0,1.570796327,0,1.570796327,1.570796327,1.570796327,0,0,1.570796327,1.570796327,0,0,-1.570796327,0,3.141592654,3.141592654,-1.570796327,3.141592654,1.570796327,-1.570796327,1.570796327,0,3.141592654,0,3.141592654,1.570796327,0,1.570796327,0,0.481376953125,47742
3.141592654,0,-1.570796327,3.141592654,3.141592654,-1.570796327,-1.570796327,1.570796327,3.141592654,3.141592654,-1.570796327,1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,1.570796327,1.570796327,0,-1.570796327,-1.570796327,1.570796327,-1.570796327,-1.570796327,0,-1.570796327,-1.570796327,-1.570796327,1.570796327,3.141592654,-1.570796327,-1.570796327,1.570796327,0,1.570796327,-1.570796327,1.570796327,0,3.141592654,3.141592654,0,-1.570796327,0,1.570796327,0,1.570796327,1.570796327,3.141592654,1.570796327,1.570796327,0.46658203125,57831
1.570796327,3.141592654,3.141592654,-1.570796327,3.141592654,0,1.570796327,0,3.141592654,-1.570796327,0,-1.570796327,3.141592654,3.141592654,-1.570796327,1.570796327,1.570796327,1.570796327,-1.570796327,3.141592654,3.141592654,-1.570796327,-1.570796327,-1.570796327,1.570796327,3.141592654,3.141592654,3.141592654,1.570796327,-1.570796327,3.141592654,0,1.570796327,3.141592654,1.570796327,3.141592654,3.141592654,0,0,3.141592654,0,1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,0,-1.570796327,-1.570796327,-1.570796327,0.46728515625,67931
-1.570796327,0,0,1.570796327,3.141592654,-1.570796327,1.570796327,3.141592654,-1.570796327,-1.570796327,0,1.570796327,0,1.570796327,-1.570796327,3.141592654,3.141592654,1.570796327,-1.570796327,3.141592654,0,-1.570796327,0,-1.570796327,1.570796327,0,1.570796327,0,-1.570796327,3.141592654,0,3.141592654,1.570796327,0,-1.570796327,1.570796327,3.141592654,1.570796327,1.570796327,0,0,3.141592654,0,0,1.570796327,-1.570796327,1.570796327,-1.570796327,1.570796327,-1.570796327,0.46296875,77357
0,-1.570796327,0,-1.570796327,3.141592654,0,1.570796327,-1.570796327,1.570796327,1.570796327,0,1.570796327,-1.570796327,0,0,-1.570796327,-1.570796327,0,1.570796327,0,-1.570796327,0,1.570796327,3.141592654,1.570796327,0,0,-1.570796327,0,1.570796327,3.141592654,3.141592654,0,-1.570796327,0,3.141592654,3.141592654,3.141592654,3.141592654,0,-1.570796327,3.141592654,3.141592654,0,1.570796327,1.570796327,0,0,1.570796327,-1.570796327,0.4712109375,86511
3.141592654,-1.570796327,3.141592654,0,-1.570796327,3.141592654,-1.570796327,1.570796327,-1.570796327,-1.570796327,-1.570796327,3.141592654,3.141592654,1.570796327,-1.570796327,1.570796327,0,0,3.141592654,0,-1.570796327,-1.570796327,0,0,-1.570796327,1.570796327,-1.570796327,0,0,3.141592654,1.570796327,0,1.570796327,-1.570796327,-1.570796327,3.141592654,1.570796327,1.570796327,3.141592654,0,0,3.141592654,1.570796327,1.570796327,0,3.141592654,3.141592654,3.141592654,1.570796327,1.570796327,0.477783203125,96250
0,3.141592654,1.570796327,3.141592654,0,0,-1.570796327,3.141592654,3.141592654,-1.570796327,3.141592654,0,3.141592654,1.570796327,1.570796327,0,-1.570796327,1.570796327,-1.570796327,3.141592654,3.141592654,-1.570796327,1.570796327,1.570796327,3.141592654,3.141592654,1.570796327,0,-1.570796327,3.141592654,-1.570796327,0,1.570796327,3.141592654,0,1.570796327,3.141592654,-1.570796327,0,-1.570796327,0,-1.570796327,0,-1.570796327,0,-1.570796327,3.141592654,0,1.570796327,-1.570796327,0.475009765625,105750
0,0,3.141592654,0,0,1.570796327,-1.570796327,1.570796327,3.141592654,1.570796327,0,1.570796327,0,0,3.141592654,3.141592654,0,1.570796327,1.570796327,0,3.141592654,1.570796327,1.570796327,0,-1.570796327,0,1.570796327,0,0,0,-1.570796327,0,1.570796327,-1.570796327,3.141592654,1.570796327,1.570796327,0,-1.570796327,-1.570796327,3.141592654,-1.570796327,-1.570796327,3.141592654,0,0,3.141592654,1.570796327,0,1.570796327,0.463720703125,114722
3.141592654,3.141592654,0,3.141592654,-1.570796327,0,3.141592654,-1.570796327,0,-1.570796327,3.141592654,0,3.141592654,0,1.570796327,3.141592654,1.570796327,3.141592654,3.141592654,1.570796327,-1.570796327,3.141592654,1.570796327,-1.570796327,-1.570796327,3.141592654,0,0,0,3.141592654,-1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,0,3.141592654,3.141592654,1.570796327,3.141592654,3.141592654,-1.570796327,1.570796327,0,-1.570796327,0,3.141592654,3.141592654,1.570796327,3.141592654,0.4718359375,124612
