x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,value,Timestamp
0,-1.570796327,0,-1.570796327,1.570796327,1.570796327,0,3.141592654,1.570796327,1.570796327,3.141592654,-1.570796327,-1.570796327,1.570796327,3.141592654,-1.570796327,0,0,1.570796327,0,0,0,3.141592654,3.141592654,0,-1.570796327,3.141592654,0,0,1.570796327,-1.570796327,3.141592654,0,0,1.570796327,3.141592654,-1.570796327,3.141592654,-1.570796327,3.141592654,3.141592654,0,0,1.570796327,0,-1.570796327,3.141592654,0,0,0,0.4679296875,9409
-1.570796327,3.141592654,-1.570796327,3.141592654,-1.570796327,-1.570796327,-1.570796327,1.570796327,3.141592654,3.141592654,-1.570796327,0,0,3.141592654,3.141592654,0,-1.570796327,-1.570796327,0,-1.570796327,1.570796327,0,3.141592654,0,0,-1.570796327,0,1.570796327,0,0,3.141592654,-1.570796327,1.570796327,3.141592654,-1.570796327,1.570796327,-1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,-1.570796327,0,0,-1.570796327,3.141592654,-1.570796327,1.570796327,0,1.570796327,0.48373046875,19349
1.570796327,1.570796327,1.570796327,1.570796327,3.141592654,3.141592654,-1.570796327,0,3.141592654,1.570796327,1.570796327,0,3.141592654,-1.570796327,1.570796327,1.570796327,1.570796327,0,-1.570796327,1.570796327,1.570796327,1.570796327,-1.570796327,3.141592654,1.570796327,-1.570796327,-1.570796327,0,0,-1.570796327,0,-1.570796327,0,3.141592654,-1.570796327,3.141592654,1.570796327,1.570796327,0,-1.570796327,1.570796327,0,-1.570796327,-1.570796327,-1.570796327,0,0,3.141592654,0,0,0.470498046875,29425
3.141592654,0,3.141592654,-1.570796327,3.141592654,1.570796327,3.141592654,3.141592654,-1.570796327,1.570796327,1.570796327,0,-1.570796327,1.570796327,1.570796327,-1.570796327,3.141592654,3.141592654,1.570796327,0,-1.570796327,0,-1.570796327,1.570796327,3.141592654,-1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,3.141592654,3.141592654,-1.570796327,-1.570796327,1.570796327,1.570796327,-1.570796327,0,-1.570796327,-1.570796327,0,1.570796327,3.141592654,1.570796327,0,3.141592654,-1.570796327,0,1.570796327,-1.570796327,0.473505859375,39930
1.570796327,3.141592654,0,-1.570796327,1.570796327,-1.570796327,0,1.570796327,-1.570796327,-1.570796327,-1.570796327,-1.570796327,3.141592654,3.141592654,0,0,3.141592654,-1.570796327,-1.570796327,-1.570796327,1.570796327,3.141592654,1.570796327,0,1.570796327,-1.570796327,0,-1.570796327,0,-1.570796327,1.570796327,3.141592654,3.141592654,0,1.570796327,-1.570796327,3.141592654,1.570796327,1.570796327,3.141592654,0,3.141592654,1.570796327,1.570796327,0,0,-1.570796327,-1.570796327,0,0,0.464560546875,49994
-1.570796327,3.141592654,3.141592654,3.141592654,1.570796327,1.570796327,-1.570796327,3.141592654,0,3.141592654,-1.570796327,3.141592654,3.141592654,-1.570796327,3.141592654,-1.570796327,-1.570796327,-1.570796327,0,1.570796327,-1.570796327,-1.570796327,3.141592654,1.570796327,0,-1.570796327,-1.570796327,0,0,3.141592654,-1.570796327,-1.570796327,0,-1.570796327,-1.570796327,1.570796327,-1.570796327,1.570796327,0,-1.570796327,-1.570796327,-1.570796327,0,-1.570796327,0,3.141592654,0,3.141592654,1.570796327,0,0.491171875,60296
3.141592654,0,0,1.570796327,-1.570796327,-1.570796327,1.570796327,3.141592654,-1.570796327,0,3.141592654,0,1.570796327,-1.570796327,3.141592654,-1.570796327,1.570796327,-1.570796327,3.141592654,-1.570796327,3.141592654,0,1.570796327,-1.570796327,-1.570796327,-1.570796327,0,-1.570796327,3.141592654,0,-1.570796327,0,1.570796327,3.141592654,-1.570796327,1.570796327,0,3.141592654,3.141592654,1.570796327,0,3.141592654,-1.570796327,3.141592654,-1.570796327,1.570796327,3.141592654,0,0,3.141592654,0.47357421875,70326
1.570796327,1.570796327,3.141592654,3.141592654,3.141592654,0,3.141592654,-1.570796327,-1.570796327,1.570796327,-1.570796327,3.141592654,-1.570796327,1.570796327,0,-1.570796327,0,-1.570796327,-1.570796327,3.141592654,3.141592654,-1.570796327,3.141592654,3.141592654,0,-1.570796327,1.570796327,3.141592654,3.141592654,3.141592654,1.570796327,0,3.141592654,3.141592654,-1.570796327,0,1.570796327,1.570796327,1.570796327,0,-1.570796327,-1.570796327,3.141592654,3.141592654,3.141592654,-1.570796327,3.141592654,1.570796327,1.570796327,-1.570796327,0.479462890625,80777
1.570796327,1.570796327,0,3.141592654,-1.570796327,0,3.141592654,3.141592654,3.141592654,1.570796327,1.570796327,0,3.141592654,0,1.570796327,-1.570796327,1.570796327,-1.570796327,0,-1.570796327,1.570796327,3.141592654,1.570796327,3.141592654,-1.570796327,3.141592654,3.141592654,0,0,3.141592654,0,3.141592654,-1.570796327,1.570796327,0,-1.570796327,-1.570796327,1.570796327,1.570796327,0,-1.570796327,1.570796327,0,-1.570796327,-1.570796327,0,1.570796327,3.141592654,3.141592654,0,0.4885546875,90822
1.570796327,3.141592654,0,1.570796327,0,3.141592654,0,0,1.570796327,-1.570796327,1.570796327,0,1.570796327,0,-1.570796327,3.141592654,-1.570796327,-1.570796327,3.141592654,1.570796327,-1.570796327,3.141592654,1.570796327,-1.570796327,0,3.141592654,3.141592654,1.570796327,1.570796327,-1.570796327,1.570796327,0,1.570796327,-1.570796327,-1.570796327,3.141592654,0,0,-1.570796327,1.570796327,0,-1.570796327,0,1.570796327,1.570796327,3.141592654,3.141592654,3.141592654,3.141592654,1.570796327,0.471162109375,101159
0,0,1.570796327,0,1.570796327,3.141592654,-1.570796327,0,0,1.570796327,0,3.141592654,3.141592654,0,0,1.570796327,3.141592654,3.141592654,0,3.141592654,3.141592654,3.141592654,3.141592654,3.141592654,3.141592654,-1.570796327,1.570796327,1.570796327,-1.570796327,3.141592654,0,1.570796327,0,0,3.141592654,-1.570796327,3.141592654,0,-1.570796327,1.570796327,3.141592654,3.141592654,0,0,3.141592654,-1.570796327,-1.570796327,-1.570796327,3.141592654,3.141592654,0.46189453125,110547
3.141592654,-1.570796327,1.570796327,-1.570796327,-1.570796327,-1.570796327,1.570796327,-1.570796327,-1.570796327,3.141592654,0,3.141592654,1.570796327,0,1.570796327,0,0,1.570796327,0,0,-1.570796327,1.570796327,1.570796327,3.141592654,-1.570796327,0,3.141592654,0,3.141592654,3.141592654,1.570796327,1.570796327,0,3.141592654,1.570796327,1.570796327,0,0,-1.570796327,3.141592654,3.141592654,1.570796327,1.570796327,0,0,0,-1.570796327,3.141592654,3.141592654,-1.570796327,0.4601953125,120537
