x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,value,Timestamp
3.141592654,1.570796327,3.141592654,-1.570796327,1.570796327,3.141592654,1.570796327,0,1.570796327,-1.570796327,1.570796327,1.570796327,3.141592654,1.570796327,0,1.570796327,1.570796327,-1.570796327,1.570796327,1.570796327,0,3.141592654,-1.570796327,-1.570796327,-1.570796327,1.570796327,1.570796327,3.141592654,0,1.570796327,-1.570796327,3.141592654,1.570796327,0,1.570796327,0,0,1.570796327,1.570796327,3.141592654,-1.570796327,3.141592654,-1.570796327,1.570796327,0,0,1.570796327,3.141592654,-1.570796327,1.570796327,0.473779296875,10059
3.141592654,-1.570796327,3.141592654,0,3.141592654,0,3.141592654,1.570796327,-1.570796327,3.141592654,-1.570796327,3.141592654,1.570796327,0,-1.570796327,-1.570796327,1.570796327,-1.570796327,0,0,-1.570796327,-1.570796327,0,0,0,-1.570796327,0,-1.570796327,1.570796327,1.570796327,1.570796327,3.141592654,0,-1.570796327,-1.570796327,-1.570796327,3.141592654,3.141592654,-1.570796327,1.570796327,0,-1.570796327,1.570796327,0,1.570796327,3.141592654,1.570796327,3.141592654,-1.570796327,0,0.471494140625,19725
-1.570796327,-1.570796327,3.141592654,0,1.570796327,-1.570796327,-1.570796327,0,-1.570796327,3.141592654,3.141592654,-1.570796327,0,1.570796327,3.141592654,3.141592654,1.570796327,0,3.141592654,3.141592654,-1.570796327,-1.570796327,-1.570796327,1.570796327,0,1.570796327,-1.570796327,0,1.570796327,3.141592654,0,3.141592654,-1.570796327,-1.570796327,-1.570796327,-1.570796327,1.570796327,-1.570796327,3.141592654,3.141592654,0,1.570796327,0,-1.570796327,-1.570796327,-1.570796327,3.141592654,0,0,3.141592654,0.47234375,29369
0,3.141592654,0,1.570796327,1.570796327,3.141592654,1.570796327,3.141592654,0,3.141592654,-1.570796327,0,3.141592654,1.570796327,0,1.570796327,0,3.141592654,-1.570796327,1.570796327,1.570796327,3.141592654,-1.570796327,0,0,3.141592654,1.570796327,3.141592654,-1.570796327,-1.570796327,0,0,1.570796327,1.570796327,3.141592654,3.141592654,1.570796327,-1.570796327,0,1.570796327,0,0,1.570796327,0,1.570796327,-1.570796327,-1.570796327,1.570796327,-1.570796327,1.570796327,0.46556640625,38831
0,0,3.141592654,0,1.570796327,1.570796327,-1.570796327,0,3.141592654,1.570796327,3.141592654,0,0,-1.570796327,-1.570796327,-1.570796327,3.141592654,1.570796327,1.570796327,0,0,1.570796327,-1.570796327,3.141592654,0,-1.570796327,0,-1.570796327,0,1.570796327,0,3.141592654,0,3.141592654,1.570796327,3.141592654,3.141592654,-1.570796327,-1.570796327,0,-1.570796327,3.141592654,0,-1.570796327,0,3.141592654,-1.570796327,-1.570796327,-1.570796327,3.141592654,0.46765625,48105
1.570796327,0,0,1.570796327,1.570796327,3.141592654,-1.570796327,1.570796327,1.570796327,1.570796327,-1.570796327,-1.570796327,3.141592654,0,1.570796327,-1.570796327,-1.570796327,0,1.570796327,3.141592654,3.141592654,0,-1.570796327,1.570796327,0,-1.570796327,0,1.570796327,3.141592654,1.570796327,-1.570796327,3.141592654,0,1.570796327,0,-1.570796327,-1.570796327,0,1.570796327,0,1.570796327,3.141592654,1.570796327,-1.570796327,1.570796327,1.570796327,3.141592654,1.570796327,-1.570796327,-1.570796327,0.473212890625,57967
1.570796327,-1.570796327,-1.570796327,3.141592654,0,0,3.141592654,1.570796327,1.570796327,1.570796327,0,3.141592654,-1.570796327,0,0,-1.570796327,-1.570796327,-1.570796327,-1.570796327,3.141592654,1.570796327,3.141592654,1.570796327,-1.570796327,1.570796327,-1.570796327,1.570796327,0,3.141592654,0,1.570796327,-1.570796327,1.570796327,-1.570796327,0,0,0,3.141592654,-1.570796327,0,3.141592654,1.570796327,-1.570796327,0,-1.570796327,-1.570796327,-1.570796327,0,3.141592654,3.141592654,0.47146484375,67837
0,0,-1.570796327,1.570796327,-1.570796327,-1.570796327,3.141592654,0,-1.570796327,-1.570796327,1.570796327,3.141592654,1.570796327,-1.570796327,-1.570796327,0,-1.570796327,3.141592654,-1.570796327,-1.570796327,3.141592654,3.141592654,0,-1.570796327,-1.570796327,1.570796327,3.141592654,0,0,-1.570796327,3.141592654,0,1.570796327,-1.570796327,-1.570796327,1.570796327,0,1.570796327,0,-1.570796327,0,0,-1.570796327,3.141592654,1.570796327,1.570796327,1.570796327,1.570796327,-1.570796327,1.570796327,0.476533203125,77524
3.141592654,-1.570796327,-1.570796327,0,0,3.141592654,1.570796327,1.570796327,-1.570796327,1.570796327,1.570796327,0,3.141592654,3.141592654,-1.570796327,3.141592654,-1.570796327,0,-1.570796327,1.570796327,0,3.141592654,-1.570796327,1.570796327,1.570796327,0,3.141592654,-1.570796327,0,3.141592654,0,0,3.141592654,1.570796327,0,-1.570796327,3.141592654,0,-1.570796327,0,1.570796327,3.141592654,0,0,3.141592654,1.570796327,-1.570796327,-1.570796327,0,-1.570796327,0.480283203125,86836
1.570796327,-1.570796327,-1.570796327,3.141592654,3.141592654,0,3.141592654,3.141592654,-1.570796327,-1.570796327,-1.570796327,0,3.141592654,0,0,1.570796327,-1.570796327,3.141592654,-1.570796327,1.570796327,-1.570796327,0,-1.570796327,3.141592654,1.570796327,3.141592654,-1.570796327,1.570796327,0,-1.570796327,-1.570796327,0,0,1.570796327,0,1.570796327,0,0,3.141592654,-1.570796327,3.141592654,1.570796327,1.570796327,1.570796327,3.141592654,1.570796327,3.141592654,1.570796327,0,3.141592654,0.48060546875,96578
