x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,value,Timestamp
3.141592654,-1.570796327,0,0,-1.570796327,0,1.570796327,0,1.570796327,3.141592654,0,-1.570796327,3.141592654,3.141592654,1.570796327,3.141592654,-1.570796327,0,1.570796327,-1.570796327,1.570796327,0,3.141592654,1.570796327,1.570796327,3.141592654,-1.570796327,-1.570796327,1.570796327,0,1.570796327,1.570796327,3.141592654,-1.570796327,3.141592654,-1.570796327,0,3.141592654,-1.570796327,1.570796327,1.570796327,1.570796327,1.570796327,3.141592654,-1.570796327,1.570796327,0,3.141592654,1.570796327,3.141592654,0.471640625,10030
-1.570796327,3.141592654,3.141592654,1.570796327,1.570796327,0,-1.570796327,3.141592654,3.141592654,0,3.141592654,-1.570796327,1.570796327,1.570796327,-1.570796327,1.570796327,-1.570796327,1.570796327,-1.570796327,0,1.570796327,-1.570796327,-1.570796327,1.570796327,0,-1.570796327,1.570796327,1.570796327,-1.570796327,0,1.570796327,0,1.570796327,3.141592654,3.141592654,3.141592654,3.141592654,0,-1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,3.141592654,1.570796327,1.570796327,-1.570796327,1.570796327,0,-1.570796327,0.47912109375,20190
3.141592654,1.570796327,3.141592654,-1.570796327,-1.570796327,3.141592654,-1.570796327,0,1.570796327,-1.570796327,-1.570796327,0,3.141592654,0,3.141592654,3.141592654,1.570796327,-1.570796327,1.570796327,1.570796327,-1.570796327,0,1.570796327,3.141592654,3.141592654,-1.570796327,0,0,3.141592654,3.141592654,3.141592654,-1.570796327,0,-1.570796327,3.141592654,3.141592654,0,3.141592654,3.141592654,0,3.141592654,-1.570796327,-1.570796327,3.141592654,0,-1.570796327,3.141592654,0,0,3.141592654,0.472275390625,29629
-1.570796327,0,-1.570796327,-1.570796327,3.141592654,0,1.570796327,1.570796327,3.141592654,1.570796327,-1.570796327,0,0,0,3.141592654,3.141592654,1.570796327,3.141592654,-1.570796327,0,-1.570796327,3.141592654,1.570796327,1.570796327,0,3.141592654,-1.570796327,3.141592654,0,0,1.570796327,3.141592654,3.141592654,0,3.141592654,3.141592654,-1.570796327,1.570796327,1.570796327,3.141592654,-1.570796327,1.570796327,0,3.141592654,0,3.141592654,3.141592654,-1.570796327,1.570796327,-1.570796327,0.471982421875,39304
3.141592654,1.570796327,-1.570796327,1.570796327,0,0,-1.570796327,1.570796327,1.570796327,3.141592654,-1.570796327,1.570796327,3.141592654,-1.570796327,1.570796327,3.141592654,0,-1.570796327,-1.570796327,0,3.141592654,-1.570796327,-1.570796327,0,1.570796327,1.570796327,-1.570796327,-1.570796327,0,-1.570796327,-1.570796327,-1.570796327,0,1.570796327,0,3.141592654,-1.570796327,1.570796327,-1.570796327,-1.570796327,-1.570796327,1.570796327,1.570796327,1.570796327,3.141592654,1.570796327,3.141592654,0,3.141592654,1.570796327,0.4596875,49595
3.141592654,3.141592654,0,0,-1.570796327,1.570796327,3.141592654,3.141592654,0,-1.570796327,0,1.570796327,1.570796327,3.141592654,0,0,3.141592654,3.141592654,0,-1.570796327,1.570796327,0,3.141592654,-1.570796327,-1.570796327,3.141592654,-1.570796327,1.570796327,3.141592654,1.570796327,-1.570796327,1.570796327,3.141592654,1.570796327,-1.570796327,3.141592654,3.141592654,0,1.570796327,3.141592654,0,1.570796327,3.141592654,1.570796327,1.570796327,1.570796327,1.570796327,0,0,1.570796327,0.47498046875,59513
1.570796327,3.141592654,3.141592654,0,3.141592654,1.570796327,0,0,3.141592654,3.141592654,-1.570796327,-1.570796327,3.141592654,1.570796327,3.141592654,1.570796327,-1.570796327,1.570796327,3.141592654,1.570796327,1.570796327,3.141592654,3.141592654,1.570796327,1.570796327,0,-1.570796327,1.570796327,-1.570796327,1.570796327,3.141592654,1.570796327,0,3.141592654,1.570796327,-1.570796327,3.141592654,3.141592654,0,0,0,0,-1.570796327,3.141592654,-1.570796327,3.141592654,3.141592654,0,-1.570796327,3.141592654,0.461884765625,69295
1.570796327,3.141592654,1.570796327,1.570796327,0,0,0,1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,3.141592654,-1.570796327,1.570796327,0,-1.570796327,0,3.141592654,1.570796327,0,3.141592654,1.570796327,-1.570796327,0,1.570796327,-1.570796327,1.570796327,-1.570796327,3.141592654,3.141592654,3.141592654,-1.570796327,-1.570796327,-1.570796327,3.141592654,-1.570796327,0,0,0,-1.570796327,-1.570796327,-1.570796327,3.141592654,1.570796327,-1.570796327,3.141592654,1.570796327,0,-1.570796327,0.4583984375,79362
3.141592654,1.570796327,3.141592654,1.570796327,1.570796327,-1.570796327,-1.570796327,0,-1.570796327,0,3.141592654,3.141592654,-1.570796327,0,1.570796327,3.141592654,3.141592654,1.570796327,3.141592654,1.570796327,-1.570796327,3.141592654,1.570796327,1.570796327,1.570796327,-1.570796327,0,-1.570796327,0,0,-1.570796327,3.141592654,-1.570796327,0,3.141592654,3.141592654,1.570796327,-1.570796327,1.570796327,-1.570796327,-1.570796327,0,-1.570796327,3.141592654,3.141592654,0,-1.570796327,0,1.570796327,-1.570796327,0.4685546875,89267
0,-1.570796327,3.141592654,-1.570796327,-1.570796327,-1.570796327,-1.570796327,0,3.141592654,1.570796327,0,1.570796327,3.141592654,-1.570796327,1.570796327,-1.570796327,1.570796327,0,1.570796327,1.570796327,1.570796327,1.570796327,3.141592654,3.141592654,0,1.570796327,3.141592654,-1.570796327,3.141592654,1.570796327,0,-1.570796327,-1.570796327,3.141592654,0,1.570796327,3.141592654,3.141592654,1.570796327,1.570796327,1.570796327,1.570796327,1.570796327,1.570796327,1.570796327,0,3.141592654,-1.570796327,3.141592654,-1.570796327,0.4712890625,99503
